state,Party,Popular.vote,year,state_winner,state_winner_votes,Electoral.vote
New_York,Democratic,3389558,1976,Democratic,3389558,41
New_York,Republican,3100791,1976,Democratic,3389558,41
New_York,Republican,2893831,1980,Republican,2893831,41
New_York,Democratic,2728372,1980,Republican,2893831,41
New_York,Liberal,467801,1980,Republican,2893831,41
New_York,Republican,3664763,1984,Republican,3664763,36
New_York,Democratic,3119609,1984,Republican,3664763,36
New_York,Democratic,3347882,1988,Democratic,3347882,36
New_York,Republican,3081871,1988,Democratic,3347882,36
New_York,Democratic,3444450,1992,Democratic,3444450,33
New_York,Republican,2346649,1992,Democratic,3444450,33
New_York,Independent,1090721,1992,Democratic,3444450,33
New_York,Democratic,3756177,1996,Democratic,3756177,33
New_York,Republican,1933492,1996,Democratic,3756177,33
New_York,Independence,503458,1996,Democratic,3756177,33
New_York,Democratic,4113791,2000,Democratic,4113791,33
New_York,Republican,2405676,2000,Democratic,4113791,33
New_York,Democratic,4314280,2004,Democratic,4314280,31
New_York,Republican,2962567,2004,Democratic,4314280,31
New_York,Democratic,4804945,2008,Democratic,4804945,31
New_York,Republican,2752771,2008,Democratic,4804945,31
New_York,Democratic,4485877,2012,Democratic,4485877,29
New_York,Republican,2490496,2012,Democratic,4485877,29
New_York,Democratic,4556124,2016,Democratic,4556124,29
New_York,Republican,2819534,2016,Democratic,4556124,29
North_Carolina,Democratic,305447,1920,Democratic,305447,12
North_Carolina,Republican,232848,1920,Democratic,305447,12
North_Carolina,Democratic,284270,1924,Democratic,284270,12
North_Carolina,Republican,191753,1924,Democratic,284270,12
North_Carolina,Republican,348923,1928,Republican,348923,12
North_Carolina,Democratic,286227,1928,Republican,348923,12
North_Carolina,Democratic,497566,1932,Democratic,497566,13
North_Carolina,Republican,208344,1932,Democratic,497566,13
North_Carolina,Democratic,616141,1936,Democratic,616141,13
North_Carolina,Republican,223283,1936,Democratic,616141,13
North_Carolina,Democratic,609015,1940,Democratic,609015,13
North_Carolina,Republican,213633,1940,Democratic,609015,13
North_Carolina,Democratic,527399,1944,Democratic,527399,14
North_Carolina,Republican,263155,1944,Democratic,527399,14
North_Carolina,Democratic,459070,1948,Democratic,459070,14
North_Carolina,Republican,258572,1948,Democratic,459070,14
North_Carolina,Dixiecrat,69652,1948,Democratic,459070,14
North_Carolina,Democratic,652803,1952,Democratic,652803,14
North_Carolina,Republican,558107,1952,Democratic,652803,14
North_Carolina,Democratic,590530,1956,Democratic,590530,14
North_Carolina,Republican,575062,1956,Democratic,590530,14
North_Carolina,Democratic,713136,1960,Democratic,713136,14
North_Carolina,Republican,655420,1960,Democratic,713136,14
North_Carolina,Democratic,800139,1964,Democratic,800139,13
North_Carolina,Republican,624844,1964,Democratic,800139,13
North_Carolina,Republican,627192,1968,Republican,627192,12
North_Carolina,American,496188,1968,Republican,627192,12
North_Carolina,Democratic,464113,1968,Republican,627192,12
North_Carolina,Republican,1054889,1972,Republican,1054889,13
North_Carolina,Democratic,438705,1972,Republican,1054889,13
North_Carolina,Democratic,927365,1976,Democratic,927365,13
North_Carolina,Republican,741960,1976,Democratic,927365,13
North_Carolina,Republican,915018,1980,Republican,915018,13
North_Carolina,Democratic,875635,1980,Republican,915018,13
North_Carolina,Republican,1346481,1984,Republican,1346481,13
North_Carolina,Democratic,824287,1984,Republican,1346481,13
North_Carolina,Republican,1237258,1988,Republican,1237258,13
North_Carolina,Democratic,890167,1988,Republican,1237258,13
North_Carolina,Republican,1134661,1992,Republican,1134661,14
North_Carolina,Democratic,1114042,1992,Republican,1134661,14
North_Carolina,Independent,357864,1992,Republican,1134661,14
North_Carolina,Republican,1225938,1996,Republican,1225938,14
North_Carolina,Democratic,1107849,1996,Republican,1225938,14
North_Carolina,Reform,168059,1996,Republican,1225938,14
North_Carolina,Republican,1631163,2000,Republican,1631163,14
North_Carolina,Democratic,1257692,2000,Republican,1631163,14
North_Carolina,Republican,1961166,2004,Republican,1961166,15
North_Carolina,Democratic,1525849,2004,Republican,1961166,15
North_Carolina,Democratic,2142651,2008,Democratic,2142651,15
North_Carolina,Republican,2128474,2008,Democratic,2142651,15
North_Carolina,Republican,2270395,2012,Republican,2270395,15
North_Carolina,Democratic,2178391,2012,Republican,2270395,15
North_Carolina,Republican,2362631,2016,Republican,2362631,15
North_Carolina,Democratic,2189316,2016,Republican,2362631,15
North_Dakota,Republican,160072,1920,Republican,160072,5
North_Dakota,Democratic,37422,1920,Republican,160072,5
North_Dakota,Republican,94931,1924,Republican,94931,5
North_Dakota,Nonpartisan League,89922,1924,Republican,94931,5
North_Dakota,Democratic,13858,1924,Republican,94931,5
North_Dakota,Republican,131441,1928,Republican,131441,5
North_Dakota,Democratic,106148,1928,Republican,131441,5
North_Dakota,Democratic,178350,1932,Democratic,178350,4
North_Dakota,Republican,71772,1932,Democratic,178350,4
North_Dakota,Democratic,163148,1936,Democratic,163148,4
North_Dakota,Republican,72751,1936,Democratic,163148,4
North_Dakota,Union,36708,1936,Democratic,163148,4
North_Dakota,Republican,154590,1940,Republican,154590,4
North_Dakota,Democratic,124036,1940,Republican,154590,4
North_Dakota,Republican,118535,1944,Republican,118535,4
North_Dakota,Democratic,100144,1944,Republican,118535,4
North_Dakota,Republican,115139,1948,Republican,115139,4
North_Dakota,Democratic,95812,1948,Republican,115139,4
North_Dakota,Republican,191712,1952,Republican,191712,4
North_Dakota,Democratic,76694,1952,Republican,191712,4
North_Dakota,Republican,156766,1956,Republican,156766,4
North_Dakota,Democratic,96742,1956,Republican,156766,4
North_Dakota,Republican,154310,1960,Republican,154310,4
North_Dakota,Democratic,123963,1960,Republican,154310,4
North_Dakota,Democratic,149784,1964,Democratic,149784,4
North_Dakota,Republican,108207,1964,Democratic,149784,4
North_Dakota,Republican,138669,1968,Republican,138669,4
North_Dakota,Democratic,94769,1968,Republican,138669,4
North_Dakota,Independent,14244,1968,Republican,138669,4
North_Dakota,Republican,174109,1972,Republican,174109,3
North_Dakota,Democratic,100384,1972,Republican,174109,3
North_Dakota,Republican,153470,1976,Republican,153470,3
North_Dakota,Democratic,136078,1976,Republican,153470,3
North_Dakota,Republican,193695,1980,Republican,193695,3
North_Dakota,Democratic,79189,1980,Republican,193695,3
North_Dakota,Independent,23640,1980,Republican,193695,3
North_Dakota,Republican,200336,1984,Republican,200336,3
North_Dakota,Democratic,104429,1984,Republican,200336,3
North_Dakota,Republican,166559,1988,Republican,166559,3
North_Dakota,Democratic,127739,1988,Republican,166559,3
North_Dakota,Republican,136244,1992,Republican,136244,3
North_Dakota,Democratic,99168,1992,Republican,136244,3
North_Dakota,Independent,71084,1992,Republican,136244,3
North_Dakota,Republican,125050,1996,Republican,125050,3
North_Dakota,Democratic,106905,1996,Republican,125050,3
North_Dakota,Reform,32515,1996,Republican,125050,3
North_Dakota,Republican,174852,2000,Republican,174852,3
North_Dakota,Democratic,95284,2000,Republican,174852,3
North_Dakota,Republican,196651,2004,Republican,196651,3
North_Dakota,Democratic,111052,2004,Republican,196651,3
North_Dakota,Republican,168887,2008,Republican,168887,3
North_Dakota,Democratic,141403,2008,Republican,168887,3
North_Dakota,Republican,188320,2012,Republican,188320,3
North_Dakota,Democratic,124966,2012,Republican,188320,3
North_Dakota,Republican,216794,2016,Republican,216794,3
North_Dakota,Democratic,93758,2016,Republican,216794,3
North_Dakota,Libertarian,21434,2016,Republican,216794,3
Ohio,Republican,1182022,1920,Republican,1182022,24
Ohio,Democratic,780037,1920,Republican,1182022,24
Ohio,Republican,1176130,1924,Republican,1176130,24
Ohio,Democratic,477888,1924,Republican,1176130,24
Ohio,Progressive,357948,1924,Republican,1176130,24
Ohio,Republican,1627546,1928,Republican,1627546,24
Ohio,Democratic,864210,1928,Republican,1627546,24
Ohio,Democratic,1301695,1932,Democratic,1301695,26
Ohio,Republican,1227319,1932,Democratic,1301695,26
Ohio,Democratic,1747140,1936,Democratic,1747140,26
Ohio,Republican,1127855,1936,Democratic,1747140,26
Ohio,Democratic,1733139,1940,Democratic,1733139,26
Ohio,Republican,1586773,1940,Democratic,1733139,26
Ohio,Republican,1582293,1944,Republican,1582293,25
Ohio,Democratic,1570763,1944,Republican,1582293,25
Ohio,Democratic,1452791,1948,Democratic,1452791,25
Ohio,Republican,1445684,1948,Democratic,1452791,25
Ohio,Republican,2100391,1952,Republican,2100391,25
Ohio,Democratic,1600367,1952,Republican,2100391,25
Ohio,Republican,2262610,1956,Republican,2262610,25
Ohio,Democratic,1439655,1956,Republican,2262610,25
Ohio,Republican,2217611,1960,Republican,2217611,25
Ohio,Democratic,1944248,1960,Republican,2217611,25
Ohio,Democratic,2498331,1964,Democratic,2498331,26
Ohio,Republican,1470865,1964,Democratic,2498331,26
Ohio,Republican,1791014,1968,Republican,1791014,26
Ohio,Democratic,1700586,1968,Republican,1791014,26
Ohio,American Independent,467495,1968,Republican,1791014,26
Ohio,Republican,2441827,1972,Republican,2441827,25
Ohio,Democratic,1558889,1972,Republican,2441827,25
Ohio,Democratic,2011621,1976,Democratic,2011621,25
Ohio,Republican,2000505,1976,Democratic,2011621,25
Ohio,Republican,2206545,1980,Republican,2206545,25
Ohio,Democratic,1752414,1980,Republican,2206545,25
Ohio,Not Designated,254472,1980,Republican,2206545,25
Ohio,Republican,2678560,1984,Republican,2678560,23
Ohio,Democratic,1825440,1984,Republican,2678560,23
Ohio,Republican,2416549,1988,Republican,2416549,23
Ohio,Democratic,1939629,1988,Republican,2416549,23
Ohio,Democratic,1984942,1992,Democratic,1984942,21
Ohio,Republican,1894310,1992,Democratic,1984942,21
Ohio,Not Designated,1036426,1992,Democratic,1984942,21
Ohio,Democratic,2148222,1996,Democratic,2148222,21
Ohio,Republican,1859883,1996,Democratic,2148222,21
Ohio,Reform,483207,1996,Democratic,2148222,21
Ohio,Republican,2351209,2000,Republican,2351209,21
Ohio,Democratic,2186190,2000,Republican,2351209,21
Ohio,Republican,2859768,2004,Republican,2859768,20
Ohio,Democratic,2741167,2004,Republican,2859768,20
Ohio,Democratic,2940044,2008,Democratic,2940044,20
Ohio,Republican,2677820,2008,Democratic,2940044,20
Ohio,Democratic,2827709,2012,Democratic,2827709,18
Ohio,Republican,2661437,2012,Democratic,2827709,18
Ohio,Republican,2841005,2016,Republican,2841005,18
Ohio,Democratic,2394164,2016,Republican,2841005,18
Oklahoma,Republican,243831,1920,Republican,243831,10
Oklahoma,Democratic,217053,1920,Republican,243831,10
Oklahoma,Socialist,25726,1920,Republican,243831,10
Oklahoma,Democratic,255798,1924,Democratic,255798,10
Oklahoma,Republican,226242,1924,Democratic,255798,10
Oklahoma,Farmer Labor,46375,1924,Democratic,255798,10
Oklahoma,Republican,394046,1928,Republican,394046,10
Oklahoma,Democratic,219174,1928,Republican,394046,10
Oklahoma,Democratic,516468,1932,Democratic,516468,11
Oklahoma,Republican,188165,1932,Democratic,516468,11
Oklahoma,Democratic,501069,1936,Democratic,501069,11
Oklahoma,Republican,245122,1936,Democratic,501069,11
Oklahoma,Democratic,474313,1940,Democratic,474313,11
Oklahoma,Republican,348872,1940,Democratic,474313,11
Oklahoma,Democratic,401549,1944,Democratic,401549,10
Oklahoma,Republican,319424,1944,Democratic,401549,10
Oklahoma,Democratic,452782,1948,Democratic,452782,10
Oklahoma,Republican,268817,1948,Democratic,452782,10
Oklahoma,Republican,518045,1952,Republican,518045,8
Oklahoma,Democratic,430939,1952,Republican,518045,8
Oklahoma,Republican,473769,1956,Republican,473769,8
Oklahoma,Democratic,385581,1956,Republican,473769,8
Oklahoma,Republican,533039,1960,Republican,533039,7
Oklahoma,Democratic,370111,1960,Republican,533039,7
Oklahoma,Democratic,519834,1964,Democratic,519834,8
Oklahoma,Republican,412665,1964,Democratic,519834,8
Oklahoma,Republican,449697,1968,Republican,449697,8
Oklahoma,Democratic,301658,1968,Republican,449697,8
Oklahoma,American Independent,191731,1968,Republican,449697,8
Oklahoma,Republican,759025,1972,Republican,759025,8
Oklahoma,Democratic,247147,1972,Republican,759025,8
Oklahoma,Republican,545708,1976,Republican,545708,8
Oklahoma,Democratic,532442,1976,Republican,545708,8
Oklahoma,Republican,695570,1980,Republican,695570,8
Oklahoma,Democratic,402026,1980,Republican,695570,8
Oklahoma,Republican,861530,1984,Republican,861530,8
Oklahoma,Democratic,385080,1984,Republican,861530,8
Oklahoma,Republican,678367,1988,Republican,678367,8
Oklahoma,Democratic,483423,1988,Republican,678367,8
Oklahoma,Republican,592929,1992,Republican,592929,8
Oklahoma,Democratic,473066,1992,Republican,592929,8
Oklahoma,Independent,319878,1992,Republican,592929,8
Oklahoma,Republican,582315,1996,Republican,582315,8
Oklahoma,Democratic,488105,1996,Republican,582315,8
Oklahoma,Reform,130788,1996,Republican,582315,8
Oklahoma,Republican,744337,2000,Republican,744337,8
Oklahoma,Democratic,474276,2000,Republican,744337,8
Oklahoma,Republican,959792,2004,Republican,959792,7
Oklahoma,Democratic,503966,2004,Republican,959792,7
Oklahoma,Republican,960165,2008,Republican,960165,7
Oklahoma,Democratic,502496,2008,Republican,960165,7
Oklahoma,Republican,891325,2012,Republican,891325,7
Oklahoma,Democratic,443547,2012,Republican,891325,7
Oklahoma,Republican,949136,2016,Republican,949136,7
Oklahoma,Democratic,420375,2016,Republican,949136,7
Oklahoma,Libertarian,83481,2016,Republican,949136,7
Oregon,Republican,143592,1920,Republican,143592,5
Oregon,Democratic,80019,1920,Republican,143592,5
Oregon,Republican,142579,1924,Republican,142579,5
Oregon,Independent,68403,1924,Republican,142579,5
Oregon,Democratic,67589,1924,Republican,142579,5
Oregon,Republican,205341,1928,Republican,205341,5
Oregon,Democratic,109223,1928,Republican,205341,5
Oregon,Democratic,213871,1932,Democratic,213871,5
Oregon,Republican,136019,1932,Democratic,213871,5
Oregon,Democratic,266733,1936,Democratic,266733,5
Oregon,Republican,122706,1936,Democratic,266733,5
Oregon,Independent,21831,1936,Democratic,266733,5
Oregon,Democratic,258415,1940,Democratic,258415,5
Oregon,Republican,219555,1940,Democratic,258415,5
Oregon,Democratic,248635,1944,Democratic,248635,6
Oregon,Republican,225365,1944,Democratic,248635,6
Oregon,Republican,260904,1948,Republican,260904,6
Oregon,Democratic,243147,1948,Republican,260904,6
Oregon,Republican,420815,1952,Republican,420815,6
Oregon,Democratic,270579,1952,Republican,420815,6
Oregon,Republican,406393,1956,Republican,406393,6
Oregon,Democratic,329204,1956,Republican,406393,6
Oregon,Republican,408060,1960,Republican,408060,6
Oregon,Democratic,367402,1960,Republican,408060,6
Oregon,Democratic,501017,1964,Democratic,501017,6
Oregon,Republican,282779,1964,Democratic,501017,6
Oregon,Republican,408433,1968,Republican,408433,6
Oregon,Democratic,358866,1968,Republican,408433,6
Oregon,Independent,49683,1968,Republican,408433,6
Oregon,Republican,486686,1972,Republican,486686,6
Oregon,Democratic,392760,1972,Republican,486686,6
Oregon,Republican,492120,1976,Republican,492120,6
Oregon,Democratic,490407,1976,Republican,492120,6
Oregon,Republican,571044,1980,Republican,571044,6
Oregon,Democratic,456890,1980,Republican,571044,6
Oregon,Independent,112389,1980,Republican,571044,6
Oregon,Republican,685700,1984,Republican,685700,7
Oregon,Democratic,536479,1984,Republican,685700,7
Oregon,Democratic,616206,1988,Democratic,616206,7
Oregon,Republican,560126,1988,Democratic,616206,7
Oregon,Democratic,621314,1992,Democratic,621314,7
Oregon,Republican,475757,1992,Democratic,621314,7
Oregon,Independent Initiative,354091,1992,Democratic,621314,7
Oregon,Democratic,649641,1996,Democratic,649641,7
Oregon,Republican,538152,1996,Democratic,649641,7
Oregon,Reform,121221,1996,Democratic,649641,7
Oregon,Democratic,720342,2000,Democratic,720342,7
Oregon,Republican,713577,2000,Democratic,720342,7
Oregon,Green,77357,2000,Democratic,720342,7
Oregon,Democratic,943163,2004,Democratic,943163,7
Oregon,Republican,866831,2004,Democratic,943163,7
Oregon,Democratic,1037291,2008,Democratic,1037291,7
Oregon,Republican,738475,2008,Democratic,1037291,7
Oregon,Democratic,970488,2012,Democratic,970488,7
Oregon,Republican,754175,2012,Democratic,970488,7
Oregon,Democratic,1002106,2016,Democratic,1002106,7
Oregon,Republican,782403,2016,Democratic,1002106,7
Pennsylvania,Republican,1218216,1920,Republican,1218216,38
Pennsylvania,Democratic,503843,1920,Republican,1218216,38
Pennsylvania,Republican,1401481,1924,Republican,1401481,38
Pennsylvania,Democratic,409192,1924,Republican,1401481,38
Pennsylvania,Labor Socialist,307567,1924,Republican,1401481,38
Pennsylvania,Republican,2055382,1928,Republican,2055382,38
Pennsylvania,Democratic,1067586,1928,Republican,2055382,38
Pennsylvania,Republican,1453540,1932,Republican,1453540,36
Pennsylvania,Democratic,1295948,1932,Republican,1453540,36
Pennsylvania,Democratic,2353987,1936,Democratic,2353987,36
Pennsylvania,Republican,1690200,1936,Democratic,2353987,36
Pennsylvania,Democratic,2171035,1940,Democratic,2171035,36
Pennsylvania,Republican,1889848,1940,Democratic,2171035,36
Pennsylvania,Democratic,1940479,1944,Democratic,1940479,35
Pennsylvania,Republican,1835054,1944,Democratic,1940479,35
Pennsylvania,Republican,1902197,1948,Republican,1902197,35
Pennsylvania,Democratic,1752426,1948,Republican,1902197,35
Pennsylvania,Republican,2415789,1952,Republican,2415789,32
Pennsylvania,Democratic,2146269,1952,Republican,2415789,32
Pennsylvania,Republican,2585252,1956,Republican,2585252,32
Pennsylvania,Democratic,1981769,1956,Republican,2585252,32
Pennsylvania,Democratic,2556282,1960,Democratic,2556282,32
Pennsylvania,Republican,2439956,1960,Democratic,2556282,32
Pennsylvania,Democratic,3130954,1964,Democratic,3130954,29
Pennsylvania,Republican,1673657,1964,Democratic,3130954,29
Pennsylvania,Democratic,2259405,1968,Democratic,2259405,29
Pennsylvania,Republican,2090017,1968,Democratic,2259405,29
Pennsylvania,American Independent,378582,1968,Democratic,2259405,29
Pennsylvania,Republican,2714521,1972,Republican,2714521,27
Pennsylvania,Democratic,1796951,1972,Republican,2714521,27
Pennsylvania,Democratic,2328677,1976,Democratic,2328677,27
Pennsylvania,Republican,2205604,1976,Democratic,2328677,27
Pennsylvania,Republican,2261872,1980,Republican,2261872,27
Pennsylvania,Democratic,1937540,1980,Republican,2261872,27
Pennsylvania,Independent,292921,1980,Republican,2261872,27
Pennsylvania,Republican,2584323,1984,Republican,2584323,25
Pennsylvania,Democratic,2228131,1984,Republican,2584323,25
Pennsylvania,Republican,2300087,1988,Republican,2300087,25
Pennsylvania,Democratic,2194944,1988,Republican,2300087,25
Pennsylvania,Democratic,2239164,1992,Democratic,2239164,23
Pennsylvania,Republican,1791841,1992,Democratic,2239164,23
Pennsylvania,Independent,902667,1992,Democratic,2239164,23
Pennsylvania,Democratic,2215819,1996,Democratic,2215819,23
Pennsylvania,Republican,1801169,1996,Democratic,2215819,23
Pennsylvania,Reform,430984,1996,Democratic,2215819,23
Pennsylvania,Democratic,2485967,2000,Democratic,2485967,23
Pennsylvania,Republican,2281127,2000,Democratic,2485967,23
Pennsylvania,Democratic,2938095,2004,Democratic,2938095,21
Pennsylvania,Republican,2793847,2004,Democratic,2938095,21
Pennsylvania,Democratic,3276363,2008,Democratic,3276363,21
Pennsylvania,Republican,2655885,2008,Democratic,3276363,21
Pennsylvania,Democratic,2990274,2012,Democratic,2990274,20
Pennsylvania,Republican,2680434,2012,Democratic,2990274,20
Pennsylvania,Republican,2970733,2016,Republican,2970733,20
Pennsylvania,Democratic,2926441,2016,Republican,2970733,20
Rhode_Island,Republican,107463,1920,Republican,107463,5
Rhode_Island,Democratic,55062,1920,Republican,107463,5
Rhode_Island,Republican,125286,1924,Republican,125286,5
Rhode_Island,Democratic,76606,1924,Republican,125286,5
Rhode_Island,Democratic,118973,1928,Democratic,118973,5
Rhode_Island,Republican,117522,1928,Democratic,118973,5
Rhode_Island,Democratic,146604,1932,Democratic,146604,4
Rhode_Island,Republican,115266,1932,Democratic,146604,4
Rhode_Island,Democratic,165238,1936,Democratic,165238,4
Rhode_Island,Republican,125031,1936,Democratic,165238,4
Rhode_Island,Union,19569,1936,Democratic,165238,4
Rhode_Island,Democratic,182182,1940,Democratic,182182,4
Rhode_Island,Republican,138653,1940,Democratic,182182,4
Rhode_Island,Democratic,175356,1944,Democratic,175356,4
Rhode_Island,Republican,123487,1944,Democratic,175356,4
Rhode_Island,Democratic,188736,1948,Democratic,188736,4
Rhode_Island,Republican,135787,1948,Democratic,188736,4
Rhode_Island,Republican,210935,1952,Republican,210935,4
Rhode_Island,Democratic,203293,1952,Republican,210935,4
Rhode_Island,Republican,225819,1956,Republican,225819,4
Rhode_Island,Democratic,161790,1956,Republican,225819,4
Rhode_Island,Democratic,258032,1960,Democratic,258032,4
Rhode_Island,Republican,147502,1960,Democratic,258032,4
Rhode_Island,Democratic,315463,1964,Democratic,315463,4
Rhode_Island,Republican,74615,1964,Democratic,315463,4
Rhode_Island,Democratic,246518,1968,Democratic,246518,4
Rhode_Island,Republican,122359,1968,Democratic,246518,4
Rhode_Island,Republican,220383,1972,Republican,220383,4
Rhode_Island,Democratic,194645,1972,Republican,220383,4
Rhode_Island,Democratic,227636,1976,Democratic,227636,4
Rhode_Island,Republican,181249,1976,Democratic,227636,4
Rhode_Island,Democratic,198342,1980,Democratic,198342,4
Rhode_Island,Republican,154793,1980,Democratic,198342,4
Rhode_Island,Independent,59819,1980,Democratic,198342,4
Rhode_Island,Republican,212080,1984,Republican,212080,4
Rhode_Island,Democratic,197106,1984,Republican,212080,4
Rhode_Island,Democratic,225123,1988,Democratic,225123,4
Rhode_Island,Republican,177761,1988,Democratic,225123,4
Rhode_Island,Democratic,213299,1992,Democratic,213299,4
Rhode_Island,Republican,131601,1992,Democratic,213299,4
Rhode_Island,Independent,105045,1992,Democratic,213299,4
Rhode_Island,Democratic,233050,1996,Democratic,233050,4
Rhode_Island,Republican,104683,1996,Democratic,233050,4
Rhode_Island,Reform,43723,1996,Democratic,233050,4
Rhode_Island,Democratic,249508,2000,Democratic,249508,4
Rhode_Island,Republican,130555,2000,Democratic,249508,4
Rhode_Island,Green,25052,2000,Democratic,249508,4
Rhode_Island,Democratic,259760,2004,Democratic,259760,4
Rhode_Island,Republican,169046,2004,Democratic,259760,4
Rhode_Island,Democratic,296571,2008,Democratic,296571,4
Rhode_Island,Republican,165391,2008,Democratic,296571,4
Rhode_Island,Democratic,279677,2012,Democratic,279677,4
Rhode_Island,Republican,157204,2012,Democratic,279677,4
Rhode_Island,Democratic,252525,2016,Democratic,252525,4
Rhode_Island,Republican,180543,2016,Democratic,252525,4
South_Carolina,Democratic,64170,1920,Democratic,64170,9
South_Carolina,Republican,2610,1920,Democratic,64170,9
South_Carolina,Democratic,49008,1924,Democratic,49008,9
South_Carolina,Republican,1123,1924,Democratic,49008,9
South_Carolina,Democratic,62700,1928,Democratic,62700,9
South_Carolina,Republican,5858,1928,Democratic,62700,9
South_Carolina,Democratic,102347,1932,Democratic,102347,8
South_Carolina,Republican,1978,1932,Democratic,102347,8
South_Carolina,Democratic,113791,1936,Democratic,113791,8
South_Carolina,Republican,1646,1936,Democratic,113791,8
South_Carolina,Democratic,95470,1940,Democratic,95470,8
South_Carolina,Republican,4360,1940,Democratic,95470,8
South_Carolina,Democratic,90601,1944,Democratic,90601,8
South_Carolina,Dixiecrat,7799,1944,Democratic,90601,8
South_Carolina,Dixiecrat,102607,1948,Dixiecrat,102607,8
South_Carolina,Democratic,34423,1948,Dixiecrat,102607,8
South_Carolina,Democratic,173004,1952,Democratic,173004,8
South_Carolina,Republican,168082,1952,Democratic,173004,8
South_Carolina,Democratic,136372,1956,Democratic,136372,8
South_Carolina,Dixiecrat,88509,1956,Democratic,136372,8
South_Carolina,Republican,75700,1956,Democratic,136372,8
South_Carolina,Democratic,198129,1960,Democratic,198129,8
South_Carolina,Republican,188558,1960,Democratic,198129,8
South_Carolina,Republican,309048,1964,Republican,309048,8
South_Carolina,Democratic,215700,1964,Republican,309048,8
South_Carolina,Republican,254062,1968,Republican,254062,8
South_Carolina,Independent,215430,1968,Republican,254062,8
South_Carolina,Democratic,197486,1968,Republican,254062,8
South_Carolina,Republican,478427,1972,Republican,478427,8
South_Carolina,Democratic,189270,1972,Republican,478427,8
South_Carolina,Democratic,450825,1976,Democratic,450825,8
South_Carolina,Republican,346140,1976,Democratic,450825,8
South_Carolina,Republican,441207,1980,Republican,441207,8
South_Carolina,Democratic,427560,1980,Republican,441207,8
South_Carolina,Republican,615539,1984,Republican,615539,8
South_Carolina,Democratic,344470,1984,Republican,615539,8
South_Carolina,Republican,606443,1988,Republican,606443,8
South_Carolina,Democratic,370554,1988,Republican,606443,8
South_Carolina,Republican,577507,1992,Republican,577507,8
South_Carolina,Democratic,479514,1992,Republican,577507,8
South_Carolina,Independent,138872,1992,Republican,577507,8
South_Carolina,Republican,573458,1996,Republican,573458,8
South_Carolina,Democratic,504051,1996,Republican,573458,8
South_Carolina,Reform,64386,1996,Republican,573458,8
South_Carolina,Republican,786426,2000,Republican,786426,8
South_Carolina,Democratic,566039,2000,Republican,786426,8
South_Carolina,Republican,937974,2004,Republican,937974,8
South_Carolina,Democratic,661699,2004,Republican,937974,8
South_Carolina,Republican,1034896,2008,Republican,1034896,8
South_Carolina,Democratic,862449,2008,Republican,1034896,8
South_Carolina,Republican,1071645,2012,Republican,1071645,9
South_Carolina,Democratic,865941,2012,Republican,1071645,9
South_Carolina,Republican,1155389,2016,Republican,1155389,9
South_Carolina,Democratic,855373,2016,Republican,1155389,9
South_Dakota,Republican,110692,1920,Republican,110692,5
South_Dakota,Democratic,35938,1920,Republican,110692,5
South_Dakota,Nonpartisan League,34707,1920,Republican,110692,5
South_Dakota,Republican,101299,1924,Republican,101299,5
South_Dakota,Independent,75355,1924,Republican,101299,5
South_Dakota,Democratic,27214,1924,Republican,101299,5
South_Dakota,Republican,157603,1928,Republican,157603,5
South_Dakota,Democratic,102660,1928,Republican,157603,5
South_Dakota,Democratic,183515,1932,Democratic,183515,4
South_Dakota,Republican,99212,1932,Democratic,183515,4
South_Dakota,Democratic,160137,1936,Democratic,160137,4
South_Dakota,Republican,125977,1936,Democratic,160137,4
South_Dakota,Republican,177065,1940,Republican,177065,4
South_Dakota,Democratic,131362,1940,Republican,177065,4
South_Dakota,Republican,135365,1944,Republican,135365,4
South_Dakota,Democratic,96711,1944,Republican,135365,4
South_Dakota,Republican,129651,1948,Republican,129651,4
South_Dakota,Democratic,117653,1948,Republican,129651,4
South_Dakota,Republican,203857,1952,Republican,203857,4
South_Dakota,Democratic,90426,1952,Republican,203857,4
South_Dakota,Republican,171569,1956,Republican,171569,4
South_Dakota,Democratic,122288,1956,Republican,171569,4
South_Dakota,Republican,178417,1960,Republican,178417,4
South_Dakota,Democratic,128070,1960,Republican,178417,4
South_Dakota,Democratic,163010,1964,Democratic,163010,4
South_Dakota,Republican,130108,1964,Democratic,163010,4
South_Dakota,Republican,149841,1968,Republican,149841,4
South_Dakota,Democratic,118023,1968,Republican,149841,4
South_Dakota,Republican,166476,1972,Republican,166476,4
South_Dakota,Democratic,139945,1972,Republican,166476,4
South_Dakota,Republican,151505,1976,Republican,151505,4
South_Dakota,Democratic,147068,1976,Republican,151505,4
South_Dakota,Republican,198343,1980,Republican,198343,4
South_Dakota,Democratic,103855,1980,Republican,198343,4
South_Dakota,Independent,21431,1980,Republican,198343,4
South_Dakota,Republican,200267,1984,Republican,200267,3
South_Dakota,Democratic,116113,1984,Republican,200267,3
South_Dakota,Republican,165415,1988,Republican,165415,3
South_Dakota,Democratic,145560,1988,Republican,165415,3
South_Dakota,Republican,136718,1992,Republican,136718,3
South_Dakota,Democratic,124888,1992,Republican,136718,3
South_Dakota,Independent,73295,1992,Republican,136718,3
South_Dakota,Republican,150543,1996,Republican,150543,3
South_Dakota,Democratic,139333,1996,Republican,150543,3
South_Dakota,Independent,31250,1996,Republican,150543,3
